LutaDorcas: .word 44, 44
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,9,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,162,9,9,199,199,9,9,199,199,199,9,199,199,199,199,199,9,9,9,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,9,9,9,9,9,9,255,9,9,9,162,9,199,199,9,175,9,199,199,199,9,162,245,9,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,9,162,162,9,9,9,255,9,9,9,9,9,9,9,9,175,9,199,199,9,162,255,245,9,199,9,9,9,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,9,162,162,245,9,9,255,9,9,45,45,118,118,118,118,9,9,199,199,9,255,245,255,9,9,162,245,9,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,9,9,245,162,162,9,175,255,255,36,45,45,118,118,118,45,9,199,199,9,245,255,162,9,162,255,245,9,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,9,162,162,162,9,175,255,36,45,45,45,45,45,45,9,199,9,162,245,245,9,162,245,245,9,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,162,245,162,9,9,36,36,175,175,45,45,45,175,9,9,9,162,162,245,9,162,245,162,9,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,245,245,36,9,9,175,83,36,36,175,191,191,36,36,9,162,255,255,245,245,162,245,9,9,9,9,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,83,9,245,162,9,162,162,83,83,191,9,36,36,36,83,36,162,245,255,255,245,245,245,9,162,245,245,9,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,83,175,162,36,9,162,175,162,83,191,191,255,191,175,83,36,162,245,83,83,83,245,245,9,245,255,162,9,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,83,175,175,83,162,175,162,191,191,83,175,255,191,175,83,36,245,83,191,191,191,83,245,162,245,245,9,199,199,199,
199,199,199,199,199,199,199,9,9,9,9,9,9,9,83,175,175,83,245,191,162,162,162,162,83,83,83,83,162,36,9,191,191,191,191,191,83,162,9,9,199,199,199,199,
199,199,199,199,199,36,36,245,255,255,255,245,245,172,9,9,175,102,83,83,191,191,191,191,191,245,245,245,162,36,9,191,191,191,191,191,83,245,255,245,9,199,199,199,
199,199,199,36,36,245,255,255,255,255,255,245,245,245,245,245,9,9,175,175,83,245,245,245,245,245,245,245,9,9,9,175,191,191,191,191,83,245,245,255,245,9,199,199,
199,199,36,245,255,255,255,255,255,255,255,245,245,245,245,245,245,172,9,102,83,245,245,245,245,245,245,9,162,162,9,191,175,191,191,191,83,245,245,245,9,199,199,199,
199,36,245,255,255,255,255,255,255,255,245,245,245,245,245,245,245,245,172,9,175,9,9,9,9,9,9,162,162,9,9,191,191,175,191,175,83,9,9,9,199,199,199,199,
199,36,255,255,255,255,255,255,255,245,245,172,172,245,245,245,245,245,245,9,9,255,255,175,9,162,162,162,9,162,9,191,191,175,191,83,199,199,199,199,199,199,199,199,
36,255,255,255,255,255,255,245,245,245,245,172,172,172,172,245,245,245,245,245,9,175,9,9,9,9,9,9,9,9,191,175,175,191,191,83,199,199,199,199,199,199,199,199,
36,36,36,36,36,245,245,245,245,245,245,172,172,172,172,9,9,9,9,9,9,9,172,172,172,9,9,102,102,191,191,191,191,191,191,83,199,199,199,199,199,199,199,199,
199,199,199,199,199,9,245,245,245,245,245,172,172,172,9,199,83,175,175,9,255,9,172,9,9,9,191,255,175,102,191,175,191,191,83,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,9,245,245,245,245,172,172,9,199,199,199,83,83,9,175,9,162,9,245,9,9,9,255,255,102,191,191,191,83,199,199,199,199,199,199,199,199,199,
199,199,199,199,9,9,9,36,36,36,36,36,36,9,9,9,9,9,9,9,9,9,9,9,172,245,172,172,9,255,175,102,191,83,199,199,199,199,199,199,199,199,199,199,
199,199,199,9,163,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,172,9,9,9,9,172,172,172,172,9,255,9,83,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,9,245,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,172,172,245,245,9,245,245,245,172,9,191,9,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,9,163,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,172,9,9,9,9,245,245,245,172,9,9,9,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,9,9,9,36,36,36,36,36,36,9,9,9,9,9,9,9,9,36,45,36,9,172,245,245,9,175,36,9,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,9,245,245,245,245,172,172,9,199,199,199,199,9,36,36,36,45,45,36,9,9,9,36,36,45,118,9,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,9,245,245,245,245,245,172,172,172,9,199,199,199,9,45,45,45,45,45,9,9,45,45,45,45,118,118,118,9,199,199,199,199,199,199,199,199,199,199,
36,36,36,36,36,245,245,245,245,245,245,172,172,172,172,9,9,9,9,9,9,45,45,45,9,9,45,45,118,118,118,118,118,118,9,199,199,199,199,199,199,199,199,199,
36,255,255,255,255,255,255,245,245,245,245,172,172,172,172,245,245,245,245,245,9,45,45,36,9,199,9,45,118,118,118,118,118,45,9,199,199,199,199,199,199,199,199,199,
199,36,255,255,255,255,255,255,255,245,245,172,172,245,245,245,245,245,245,9,36,36,36,36,9,9,199,9,45,118,118,118,45,45,118,9,199,199,199,199,199,199,199,199,
199,36,245,255,255,255,255,255,255,255,245,245,245,245,245,245,245,245,172,9,175,175,175,175,102,9,199,9,9,45,45,45,45,45,118,9,199,199,199,199,199,199,199,199,
199,199,36,245,255,255,255,255,255,255,255,245,245,245,245,245,245,172,9,102,102,102,102,102,102,9,199,9,102,45,45,45,45,45,45,255,9,199,199,199,199,199,199,199,
199,199,199,36,36,245,255,255,255,255,255,245,245,245,245,172,9,9,83,83,83,83,83,9,9,9,9,9,102,175,255,255,255,255,255,175,9,199,199,199,199,199,199,199,
199,199,199,199,199,36,36,245,255,255,255,245,245,172,9,9,83,83,83,83,83,83,83,83,9,9,9,9,9,102,175,191,191,191,191,102,9,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,36,9,9,9,9,9,9,9,83,83,83,83,83,83,9,9,9,9,9,9,9,9,9,93,93,93,93,93,9,9,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,102,102,102,102,102,102,9,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,102,102,175,175,175,175,102,102,9,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,93,175,175,175,175,175,102,93,9,9,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,199,199,199,199,199,
