TileFim: .word 16, 16
.byte 109,109,109,109,100,173,109,108,108,108,109,108,108,173,173,109,
108,99,108,99,109,99,109,97,99,109,99,97,109,108,109,97,
99,97,97,172,99,99,97,99,108,99,97,108,109,97,108,97,
97,99,99,97,99,108,99,97,99,97,99,97,108,97,97,97,
99,97,99,97,99,99,97,99,99,99,99,99,99,97,99,97,
106,97,106,161,161,161,98,97,106,97,106,161,98,161,106,98,
106,97,161,98,97,107,161,97,170,97,161,98,97,107,170,97,
98,161,97,106,161,106,161,106,98,98,97,106,98,170,161,106,
161,161,107,98,161,106,161,170,161,98,107,170,98,106,161,170,
97,106,97,161,97,98,161,106,97,170,97,106,97,98,161,106,
106,98,161,97,161,161,106,98,170,97,98,98,161,161,106,98,
98,161,106,161,107,97,170,161,98,161,106,161,98,97,170,161,
97,98,106,98,97,161,106,97,97,98,106,98,98,161,106,97,
106,97,106,161,98,161,106,98,106,97,106,161,161,161,98,97,
170,97,161,98,97,107,170,97,106,97,161,98,97,107,161,97,
98,98,97,106,98,170,161,106,98,161,97,106,161,106,161,106,


