TileGramaTarde: .word 16, 16
.byte 37,36,109,37,37,37,102,29,101,36,109,36,101,164,164,101,
37,29,109,37,101,29,37,109,101,164,101,164,109,101,164,164,
37,28,101,36,101,28,37,102,164,101,37,101,37,37,36,101,
37,28,101,109,36,28,37,37,36,109,37,109,102,37,29,109,
36,164,36,109,36,29,101,29,36,117,37,102,36,102,29,101,
36,102,36,164,36,102,29,28,164,109,37,101,36,109,29,36,
36,109,36,29,36,29,109,29,164,101,37,101,37,101,36,102,
29,102,36,102,29,36,102,36,102,164,109,37,37,102,109,28,
101,36,164,109,28,29,36,29,37,36,109,37,37,37,102,29,
101,36,102,36,28,164,29,37,37,29,109,37,101,29,37,109,
101,28,101,37,37,109,164,101,37,28,101,36,101,28,37,102,
109,29,109,37,109,164,101,29,37,28,101,109,36,28,37,37,
102,164,109,36,117,29,37,37,36,164,36,109,36,29,101,29,
164,117,37,29,109,37,36,37,36,102,36,164,36,102,29,28,
164,109,37,37,37,37,109,36,36,109,36,29,36,29,109,29,
29,102,29,37,109,109,164,109,164,102,29,29,109,36,164,36,


