tilemap_estrada: .byte	# 11=casa, 13=pedra. 13=areia, 14=beira-mar, 15=mar, 16=tubarao
17, 18, 18, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 18, 18, 18, 18,
17, 18, 18, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 18, 18, 17, 18,
17, 18, 18, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 18, 17, 18, 17,
17, 18, 18, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 18, 18, 18, 17, 
17, 17, 18, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 18, 18, 18, 17,
17, 17, 18, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 17, 18, 18, 17,
17, 18, 17, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 17, 18, 17, 18, 17,
17, 18, 17, 17, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 17, 18, 18, 18, 17, 17,
17, 17, 18, 18, 17, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 17, 18, 17, 17, 17,
17, 17, 18, 17, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 18, 17, 18, 17,
17, 17, 18, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 17, 18, 17, 17,
17, 18, 17, 18, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 17, 18, 18, 17, 17,
17, 18, 17, 17, 18, 18, 18, 18, 20, 21, 21, 19, 18, 18, 18, 18, 18, 18, 18, 17,
17, 17, 17, 17, 18, 18, 17, 18, 20, 21, 21, 19, 17, 18, 18, 17, 17, 17, 18, 17,
17, 17, 17, 17, 17, 18, 18, 18, 20, 21, 21, 19, 18, 18, 17, 17, 17, 17, 17, 17
