tilemap_FimDaEstrada: .byte	#
15, 15, 15, 15, 15, 15, 15, 15, 16, 17, 17, 18, 15, 15, 15, 15, 15, 15, 15, 15,
15, 15, 15, 15, 15, 15, 15, 15, 16, 17, 17, 18, 15, 15, 15, 15, 15, 15, 15, 15,
14, 15, 15, 14, 14, 14, 15, 15, 16, 17, 17, 18, 15, 15, 15, 15, 14, 15, 14, 15,
15, 14, 14, 15, 14, 15, 14, 14, 16, 17, 17, 18, 14, 14, 15, 14, 15, 14, 14, 15, 
15, 15, 14, 14, 15, 15, 14, 14, 16, 17, 17, 18, 14, 15, 14, 15, 14, 15, 14, 14,
14, 15, 14, 14, 14, 14, 14, 14, 16, 17, 17, 18, 14, 14, 14, 14, 15, 14, 14, 14,
14, 14, 15, 14, 14, 14, 14, 14, 16, 17, 17, 18, 14, 14, 15, 15, 14, 14, 14, 14,
14, 14, 14, 14, 14, 14, 14, 14, 16, 17, 17, 18, 14, 14, 14, 14, 14, 14, 15, 14,
14, 14, 14, 14, 14, 14, 14, 14, 16, 17, 17, 18, 14, 14, 14, 15, 14, 14, 14, 14,
14, 14, 14, 14, 15, 14, 14, 14, 16, 17, 17, 18, 14, 14, 14, 14, 14, 14, 14, 14,
14, 14, 14, 14, 14, 14, 14, 14, 20, 17, 17, 19, 14, 14, 14, 14, 14, 14, 14, 14,
14, 14, 14, 14, 14, 14, 14, 14, 14, 21, 21, 14, 14, 14, 14, 14, 14, 14, 14, 14,
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
