tilemap_floresta: .byte # 9 = grama, 10 = floresta
10, 10, 10, 10, 10, 10, 10, 10, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,
10,  9, 10,  9, 10, 10, 10, 10, 10, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,
10,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,
10,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,
10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10,  9,  9,  9,  9,  9,  9,  9,
10,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,
 9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,
 9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10, 10, 10,  9,  9,  9,  9,  9,  9,  9,
 9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,
10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10,
10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10,
10, 10,  9, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10, 10,
10,  9, 10, 10, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10, 10, 10,
10, 10, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10, 10, 10, 10,
10, 10,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9, 10, 10, 10, 10, 10, 10
