tilemap_himalaia: 	.byte		
23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23,
22, 22, 24, 22, 22, 22, 22, 22, 22, 24, 22, 22, 22, 22, 22, 23, 22, 23, 23, 23,
24, 22, 22, 22, 22, 22, 22, 22, 22, 23, 24, 22, 22, 22, 22, 22, 22, 22, 23, 23,
22, 24, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22,
22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23,
22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 24, 24, 22, 22, 22, 22, 22, 22, 22, 22,
22, 22, 22, 22, 23, 22, 22, 22, 22, 24, 24, 24, 24, 22, 22, 22, 22, 22, 22, 22,
22, 22, 22, 22, 22, 23, 22, 22, 22, 24, 24, 24, 24, 22, 22, 22, 22, 22, 22, 22,
22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 24, 24, 22, 22, 22, 23, 22, 22, 22, 22,
24, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 22, 22, 22,
24, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 24, 24,
22, 24, 22, 24, 24, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 24, 22, 24,
24, 22, 24, 24, 22, 24, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 24, 24, 24, 22,
24, 24, 24, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 24, 22, 24, 22, 24,
24, 24, 22, 22, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 24, 22, 24, 24, 24, 22
