tilemap_estrada: .byte	# 11=casa, 13=pedra. 13=areia, 14=beira-mar, 15=mar, 16=tubarao
9, 10, 10, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 10, 10, 10, 10,
9, 10, 10, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 10, 10, 9, 10,
9, 10, 10, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 10, 9, 10, 9,
9, 10, 10, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 10, 10, 10, 9, 
9, 9, 10, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 10, 10, 10, 9,
9, 9, 10, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 9, 10, 10, 9,
9, 10, 9, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 9, 10, 9, 10, 9,
9, 10, 9, 9, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 9, 10, 10, 10, 9, 9,
9, 9, 10, 10, 9, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 9, 10, 9, 9, 9,
9, 9, 10, 9, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 10, 9, 10, 9,
9, 9, 10, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 9, 10, 9, 9,
9, 10, 9, 10, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 9, 10, 10, 9, 9,
9, 10, 9, 9, 10, 10, 10, 10, 12, 13, 13, 11, 10, 10, 10, 10, 10, 10, 10, 9,
9, 9, 9, 9, 10, 10, 9, 10, 12, 13, 13, 11, 9, 10, 10, 9, 9, 9, 10, 9,
9, 9, 9, 9, 9, 10, 10, 10, 12, 13, 13, 11, 10, 10, 9, 9, 9, 9, 9, 9
